ID,FromStationName,ToStationName
SEA00224,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00032,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00282,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00067,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00025,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00317,Westlake Ave & 6th Ave,9th Ave N & Mercer St
SEA00188,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00443,E Blaine St & Fairview Ave E,Bellevue Ave & E Pine St
SEA00144,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00174,REI / Yale Ave N & John St,2nd Ave & Pine St
SEA00114,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00081,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St
SEA00255,12th Ave & E Mercer St,Bellevue Ave & E Pine St
SEA00387,12th Ave & E Mercer St,12th Ave & E Denny Way
SEA00475,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave
SEA00339,12th Ave & E Denny Way,Bellevue Ave & E Pine St
SEA00302,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00478,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00458,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00128,Bellevue Ave & E Pine St,2nd Ave & Pine St
SEA00044,Bellevue Ave & E Pine St,2nd Ave & Pine St
SEA00430,12th Ave & E Mercer St,Union St & 4th Ave
SEA00290,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St
SEA00443,Bellevue Ave & E Pine St,E Blaine St & Fairview Ave E
SEA00031,3rd Ave & Broad St,1st Ave & Marion St
SEA00484,3rd Ave & Broad St,1st Ave & Marion St
SEA00075,2nd Ave & Blanchard St,Pier 69 / Alaskan Way & Clay St
SEA00493,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00074,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00422,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00361,Harvard Ave & E Pine St,2nd Ave & Spring St
SEA00188,6th Ave & Blanchard St,PATH / 9th Ave & Westlake Ave
SEA00404,1st Ave & Marion St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00407,City Hall / 4th Ave & James St,Occidental Park / Occidental Ave S & S Washington St
SEA00114,UW Engineering Library / E Stevens Way NE & Jefferson Rd,NE 47th St & 12th Ave NE
SEA00045,Cal Anderson Park / 11th Ave & Pine St,Eastlake Ave E & E Allison St
SEA00293,Cal Anderson Park / 11th Ave & Pine St,Eastlake Ave E & E Allison St
SEA00075,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00472,NE 47th St & 12th Ave NE,2nd Ave & Pine St
SEA00388,2nd Ave & Vine St,7th Ave & Union St
SEA00293,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy
SEA00045,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy
SEA00057,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave
SEA00379,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00023,3rd Ave & Broad St,Eastlake Ave E & E Allison St
SEA00075,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00471,3rd Ave & Broad St,Eastlake Ave E & E Allison St
SEA00330,3rd Ave & Broad St,Eastlake Ave E & E Allison St
SEA00418,3rd Ave & Broad St,Eastlake Ave E & E Allison St
SEA00106,2nd Ave & Vine St,6th Ave S & S King St
SEA00438,Pier 69 / Alaskan Way & Clay St,Lake Union Park / Valley St & Boren Ave N
SEA00015,Pier 69 / Alaskan Way & Clay St,Lake Union Park / Valley St & Boren Ave N
SEA00116,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00172,1st Ave & Marion St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00321,1st Ave & Marion St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00152,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave
SEA00118,Occidental Park / Occidental Ave S & S Washington St,E Harrison St & Broadway Ave E
SEA00085,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00377,Occidental Park / Occidental Ave S & S Washington St,Broadway and E Denny Way
SEA00446,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00117,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00338,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave
SEA00133,Union St & 4th Ave,Union St & 4th Ave
SEA00369,15th Ave NE & NE 40th St,Broadway and E Denny Way
SEA00351,Lake Union Park / Valley St & Boren Ave N,12th Ave & E Mercer St
SEA00438,Lake Union Park / Valley St & Boren Ave N,12th Ave & E Mercer St
SEA00340,PATH / 9th Ave & Westlake Ave,Republican St & Westlake Ave N
SEA00065,12th Ave & NE Campus Pkwy,Eastlake Ave E & E Allison St
SEA00158,Dexter Ave N & Aloha St,Mercer St & 9th Ave N
SEA00059,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00422,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St
SEA00346,Dexter Ave N & Aloha St,Lake Union Park / Valley St & Boren Ave N
SEA00150,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00247,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00424,Broadway and E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00239,Dexter Ave N & Aloha St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00316,REI / Yale Ave N & John St,12th Ave & NE Campus Pkwy
SEA00277,Dexter Ave N & Aloha St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00267,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00402,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00420,Republican St & Westlake Ave N,Union St & 4th Ave
SEA00137,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St
SEA00352,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St
SEA00197,2nd Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00111,9th Ave N & Mercer St,Westlake Ave & 6th Ave
SEA00328,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00267,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00085,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00042,15th Ave NE & NE 40th St,UW Intramural Activities Building
SEA00116,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00402,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Cal Anderson Park / 11th Ave & Pine St
SEA00118,E Harrison St & Broadway Ave E,REI / Yale Ave N & John St
SEA00265,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave
SEA00429,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00456,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St
SEA00238,9th Ave N & Mercer St,Mercer St & 9th Ave N
SEA00290,2nd Ave & Blanchard St,Westlake Ave & 6th Ave
SEA00079,3rd Ave & Broad St,Occidental Park / Occidental Ave S & S Washington St
SEA00431,9th Ave N & Mercer St,Mercer St & 9th Ave N
SEA00170,9th Ave N & Mercer St,Mercer St & 9th Ave N
SEA00267,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,12th Ave & NE Campus Pkwy
SEA00328,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,12th Ave & NE Campus Pkwy
SEA00229,Eastlake Ave E & E Allison St,Eastlake Ave E & E Allison St
SEA00302,Broadway and E Denny Way,E Pine St & 16th Ave
SEA00369,Broadway and E Denny Way,E Pine St & 16th Ave
SEA00424,Cal Anderson Park / 11th Ave & Pine St,E Blaine St & Fairview Ave E
SEA00306,Westlake Ave & 6th Ave,Thomas St & 5th Ave N
SEA00327,Westlake Ave & 6th Ave,Thomas St & 5th Ave N
SEA00258,Westlake Ave & 6th Ave,Thomas St & 5th Ave N
SEA00382,E Harrison St & Broadway Ave E,PATH / 9th Ave & Westlake Ave
SEA00405,City Hall / 4th Ave & James St,2nd Ave & Vine St
SEA00298,E Pine St & 16th Ave,Terry Ave & Stewart St
SEA00199,E Pine St & 16th Ave,Broadway and E Denny Way
SEA00170,Mercer St & 9th Ave N,PATH / 9th Ave & Westlake Ave
SEA00238,Mercer St & 9th Ave N,PATH / 9th Ave & Westlake Ave
SEA00431,Mercer St & 9th Ave N,PATH / 9th Ave & Westlake Ave
SEA00284,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00458,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Vine St
SEA00475,PATH / 9th Ave & Westlake Ave,E Blaine St & Fairview Ave E
SEA00196,City Hall / 4th Ave & James St,2nd Ave & Blanchard St
SEA00152,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00111,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00368,9th Ave N & Mercer St,City Hall / 4th Ave & James St
SEA00238,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave
SEA00170,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave
SEA00307,1st Ave & Marion St,Union St & 4th Ave
SEA00245,PATH / 9th Ave & Westlake Ave,REI / Yale Ave N & John St
SEA00474,Broadway and E Denny Way,15th Ave E & E Thomas St
SEA00475,E Blaine St & Fairview Ave E,2nd Ave & Spring St
SEA00455,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00238,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave
SEA00431,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave
SEA00233,2nd Ave & Spring St,Pier 69 / Alaskan Way & Clay St
SEA00039,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St
SEA00405,2nd Ave & Vine St,Westlake Ave & 6th Ave
SEA00443,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00221,Bellevue Ave & E Pine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00349,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Key Arena / 1st Ave N & Harrison St
SEA00125,Republican St & Westlake Ave N,Eastlake Ave E & E Allison St
SEA00245,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave
SEA00079,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00474,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00448,City Hall / 4th Ave & James St,E Blaine St & Fairview Ave E
SEA00480,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00133,Union St & 4th Ave,2nd Ave & Vine St
SEA00199,Broadway and E Denny Way,E Harrison St & Broadway Ave E
SEA00245,PATH / 9th Ave & Westlake Ave,2nd Ave & Pine St
SEA00449,15th Ave NE & NE 40th St,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00357,Republican St & Westlake Ave N,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00219,9th Ave N & Mercer St,Key Arena / 1st Ave N & Harrison St
SEA00194,6th Ave & Blanchard St,Lake Union Park / Valley St & Boren Ave N
SEA00377,Broadway and E Denny Way,Harvard Ave & E Pine St
SEA00094,E Blaine St & Fairview Ave E,Occidental Park / Occidental Ave S & S Washington St
SEA00370,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00080,E Blaine St & Fairview Ave E,Occidental Park / Occidental Ave S & S Washington St
SEA00233,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00491,9th Ave N & Mercer St,REI / Yale Ave N & John St
SEA00137,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00193,Republican St & Westlake Ave N,1st Ave & Marion St
SEA00097,NE 47th St & 12th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00446,1st Ave & Marion St,Pine St & 9th Ave
SEA00017,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00091,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00316,12th Ave & NE Campus Pkwy,NE Pacific St/UW Medical Center
SEA00045,12th Ave & NE Campus Pkwy,NE Pacific St/UW Medical Center
SEA00307,Union St & 4th Ave,1st Ave & Marion St
SEA00422,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00431,Westlake Ave & 6th Ave,E Blaine St & Fairview Ave E
SEA00297,Mercer St & 9th Ave N,2nd Ave & Spring St
SEA00253,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00104,15th Ave E & E Thomas St,Bellevue Ave & E Pine St
SEA00258,Thomas St & 5th Ave N,Eastlake Ave E & E Allison St
SEA00182,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St
SEA00489,15th Ave NE & NE 40th St,NE 47th St & 12th Ave NE
SEA00071,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00091,15th Ave E & E Thomas St,Westlake Ave & 6th Ave
SEA00102,UW Intramural Activities Building,15th Ave NE & NE 40th St
SEA00339,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00458,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St
SEA00058,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,E Blaine St & Fairview Ave E
SEA00377,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E
SEA00082,REI / Yale Ave N & John St,Seattle University / E Columbia St & 12th Ave
SEA00388,7th Ave & Union St,Occidental Park / Occidental Ave S & S Washington St
SEA00011,7th Ave & Union St,Occidental Park / Occidental Ave S & S Washington St
SEA00219,Key Arena / 1st Ave N & Harrison St,Harvard Ave & E Pine St
SEA00138,Key Arena / 1st Ave N & Harrison St,Harvard Ave & E Pine St
SEA00224,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00110,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00056,Occidental Park / Occidental Ave S & S Washington St,E Pine St & 16th Ave
SEA00311,12th Ave & E Yesler Way,Harvard Ave & E Pine St
SEA00098,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00148,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00260,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St
SEA00253,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00191,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00370,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd
SEA00199,E Harrison St & Broadway Ave E,Broadway and E Denny Way
SEA00116,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00104,Bellevue Ave & E Pine St,Summit Ave E & E Republican St
SEA00357,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00263,Broadway and E Denny Way,E Harrison St & Broadway Ave E
SEA00114,NE 47th St & 12th Ave NE,NE Pacific St/UW Medical Center
SEA00323,15th Ave E & E Thomas St,12th Ave & E Mercer St
SEA00464,Broadway and E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00253,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00370,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00196,2nd Ave & Blanchard St,Broadway and E Denny Way
SEA00449,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00113,Terry Ave & Stewart St,Dexter Ave N & Aloha St
SEA00109,UW Intramural Activities Building,Eastlake Ave E & E Allison St
SEA00494,UW Intramural Activities Building,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00498,2nd Ave & Blanchard St,2nd Ave & Pine St
SEA00116,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00351,12th Ave & E Mercer St,2nd Ave & Pine St
SEA00389,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00165,Broadway and E Denny Way,E Harrison St & Broadway Ave E
SEA00472,3rd Ave & Broad St,3rd Ave & Broad St
SEA00072,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St
SEA00176,Seattle University / E Columbia St & 12th Ave,12th Ave & E Yesler Way
SEA00474,E Pine St & 16th Ave,E Pine St & 16th Ave
SEA00374,Summit Ave & E Denny Way,City Hall / 4th Ave & James St
SEA00320,Republican St & Westlake Ave N,Dexter Ave N & Aloha St
SEA00069,Burke Museum / E Stevens Way NE & Memorial Way NE,Burke Museum / E Stevens Way NE & Memorial Way NE
SEA00169,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00468,Summit Ave & E Denny Way,Harvard Ave & E Pine St
SEA00374,City Hall / 4th Ave & James St,Summit Ave & E Denny Way
SEA00171,Summit Ave & E Denny Way,Harvard Ave & E Pine St
SEA00385,Summit Ave & E Denny Way,Harvard Ave & E Pine St
SEA00023,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00263,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St
SEA00043,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00389,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00221,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St
SEA00437,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00116,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St
SEA00007,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St
SEA00180,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St
SEA00074,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6th Ave S & S King St
SEA00472,3rd Ave & Broad St,3rd Ave & Broad St
SEA00128,3rd Ave & Broad St,3rd Ave & Broad St
SEA00094,Occidental Park / Occidental Ave S & S Washington St,E Blaine St & Fairview Ave E
SEA00128,3rd Ave & Broad St,3rd Ave & Broad St
SEA00472,3rd Ave & Broad St,3rd Ave & Broad St
SEA00119,3rd Ave & Broad St,3rd Ave & Broad St
SEA00407,3rd Ave & Broad St,3rd Ave & Broad St
SEA00282,3rd Ave & Broad St,3rd Ave & Broad St
SEA00167,2nd Ave & Blanchard St,Thomas St & 5th Ave N
SEA00261,Union St & 4th Ave,2nd Ave & Vine St
SEA00095,Union St & 4th Ave,2nd Ave & Vine St
SEA00133,2nd Ave & Vine St,2nd Ave & Vine St
SEA00072,2nd Ave & Vine St,2nd Ave & Vine St
SEA00111,Dexter Ave N & Aloha St,Mercer St & 9th Ave N
SEA00133,2nd Ave & Vine St,2nd Ave & Vine St
SEA00072,2nd Ave & Vine St,2nd Ave & Vine St
SEA00332,E Pine St & 16th Ave,Union St & 4th Ave
SEA00370,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00190,12th Ave & E Mercer St,Summit Ave & E Denny Way
SEA00229,Eastlake Ave E & E Allison St,UW Intramural Activities Building
SEA00174,2nd Ave & Pine St,6th Ave S & S King St
SEA00119,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave
SEA00272,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E
SEA00382,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00067,3rd Ave & Broad St,6th Ave & Blanchard St
SEA00352,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00494,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Intramural Activities Building
SEA00447,E Pine St & 16th Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00431,E Blaine St & Fairview Ave E,Lake Union Park / Valley St & Boren Ave N
SEA00182,Cal Anderson Park / 11th Ave & Pine St,Westlake Ave & 6th Ave
SEA00364,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,E Blaine St & Fairview Ave E
SEA00481,NE 42nd St & University Way NE,NE Pacific St/UW Medical Center
SEA00059,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Spring St
SEA00239,6th Ave & Blanchard St,Dexter Ave N & Aloha St
SEA00303,E Pine St & 16th Ave,1st Ave & Marion St
SEA00023,E Pine St & 16th Ave,2nd Ave & Vine St
SEA00148,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave
SEA00346,Lake Union Park / Valley St & Boren Ave N,Mercer St & 9th Ave N
SEA00015,Lake Union Park / Valley St & Boren Ave N,Mercer St & 9th Ave N
SEA00094,E Blaine St & Fairview Ave E,City Hall / 4th Ave & James St
SEA00323,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00345,Bellevue Ave & E Pine St,Westlake Ave & 6th Ave
SEA00347,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Intramural Activities Building
SEA00055,E Pine St & 16th Ave,1st Ave & Marion St
SEA00335,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pine St & 9th Ave
SEA00210,Bellevue Ave & E Pine St,2nd Ave & Spring St
SEA00149,City Hall / 4th Ave & James St,Republican St & Westlake Ave N
SEA00460,Summit Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St
